idade,profissao,educacao,meio_contato,mes,dia_da_semana,duracao,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,euribor3m,numero_empregados,resultado
33,10,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
32,10,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,3,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
35,4,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
47,10,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,3,2,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
51,3,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,2,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
34,3,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
39,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
32,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,7,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
45,10,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
30,8,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
58,6,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
38,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
35,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
32,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
25,1,0,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
56,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,7,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
39,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
40,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
48,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
53,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
38,2,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,3,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
26,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
50,6,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
50,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
46,1,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
39,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
53,4,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
57,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,3,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
35,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
44,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
46,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
57,5,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
41,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
31,3,2,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
27,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
47,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,2,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
56,3,0,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
51,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
45,4,6,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
35,2,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
59,5,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
38,8,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
50,0,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
35,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
25,0,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
44,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
28,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
45,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
39,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
59,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
49,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
24,11,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
49,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
34,2,6,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
39,3,1,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
41,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
39,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
48,2,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
56,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
54,3,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
60,10,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
34,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
26,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
39,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,0,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
38,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,0,0,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
32,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
47,3,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
50,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
24,1,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
53,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
34,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
57,5,1,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
26,11,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
40,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,6,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
30,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,4,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
45,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
26,3,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
40,10,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
44,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
56,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
57,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
33,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,6,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,4,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
44,4,6,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
52,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,4,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
43,3,0,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
39,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,1,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
50,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
29,10,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
40,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,1,1,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
25,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
32,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,1,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,8,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
30,10,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
28,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,3,2,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
59,3,0,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
34,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
49,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
39,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
24,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
53,7,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,2,6,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
26,3,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
53,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
32,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
36,10,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
32,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
27,1,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
28,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,0,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
26,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
40,3,2,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
56,5,4,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
33,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
58,2,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
36,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
49,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
59,5,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,3,3,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
29,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
32,1,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
53,3,2,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
48,4,1,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
56,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,8,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
46,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
44,0,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
38,3,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
31,2,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
31,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,2,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
29,4,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
28,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
49,8,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
30,4,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,3,0,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
57,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
40,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,3,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
45,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
55,5,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
24,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
44,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,1,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
25,11,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
33,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
29,1,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
44,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
50,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
48,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
26,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,2,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
47,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
54,4,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
26,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,4,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
54,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,1,2,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
28,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,1,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
31,2,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
32,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
38,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
36,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
31,2,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
38,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
35,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
39,0,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,0,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
39,8,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,0,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,1,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
38,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,4,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
50,3,0,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
36,2,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
40,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
37,2,6,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
28,7,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
50,1,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
38,0,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,4,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
47,3,3,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
52,4,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
30,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,4,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
44,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,6,6,0,5,5,2,0,0,0,93.99,-36.4,4.86,5191,0
40,2,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,11,1,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
56,6,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
53,4,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,3,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
54,5,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,0,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
48,3,4,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
35,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,2,6,0,5,5,2,0,0,0,93.99,-36.4,4.86,5191,0
35,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
34,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
29,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
32,2,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
31,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
25,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,4,6,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
42,5,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
32,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
30,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
32,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
28,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
40,3,2,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
46,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
38,10,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
47,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
37,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
55,4,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,2,6,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
43,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
56,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
33,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
35,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
59,10,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
29,1,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
30,8,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
39,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,5,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
34,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,4,4,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
36,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
46,4,3,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
31,4,6,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
37,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
30,8,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
47,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
41,3,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
27,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
27,3,6,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
39,3,2,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
32,1,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
42,3,0,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
37,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
41,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,3,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
48,4,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,4,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
50,6,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
25,2,1,0,5,5,1,0,0,0,93.99,-36.4,4.86,5191,0
49,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
44,8,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,10,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
33,8,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
48,2,4,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
42,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
35,6,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
45,6,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,2,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
56,10,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
60,5,3,0,5,5,3,0,0,0,93.99,-36.4,4.86,5191,0
37,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
38,10,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
41,8,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
57,1,1,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,1
23,1,3,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
33,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
48,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
38,4,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
32,3,0,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
31,6,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,3,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
44,6,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
44,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,1,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
36,2,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
47,4,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
30,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
34,3,3,0,5,5,7,0,0,0,93.99,-36.4,4.86,5191,0
28,2,1,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
46,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
32,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
36,5,1,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
24,11,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
35,3,0,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
51,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
43,3,6,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,0
43,3,2,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
33,8,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
31,1,3,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
39,2,4,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
52,8,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
24,11,1,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
30,2,6,0,5,5,5,0,0,0,93.99,-36.4,4.86,5191,0
28,3,3,0,5,5,6,0,0,0,93.99,-36.4,4.86,5191,1
28,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
41,4,6,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
39,3,3,0,5,5,4,0,0,0,93.99,-36.4,4.86,5191,0
